Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator
5007;11;4801;;2008/03/23 11:30:00;Unprovoked;Florida;South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County;Walking out of the water after surfing;Three small lacerations/ punctures to right foot;NonFatal;S. Petersohn, GSAF

5008;5;4802;138;2001/01/01 0:00:00;Unprovoked;Baja California;Playas de Tijuana;Surfing;Leg bitten;NonFatal;San Diego Reader, 1/7/2009

5009;16;4803;17;2007/12/15 0:00:00;Unprovoked;Queensland;South Stradbroke Island;Swimming;Lacerations to hand;NonFatal;goldcoast.com.au

5010;11;4804;17;2007/12/14 20:30:00;Unknown;New South Wales;Bondi;Swimming;Lacerations to left forearm;NonFatal;Sydney Morning Herald, 12/16/2007

5011;10;4805;;2007/12/10 11:00:00;Unprovoked;Hawaii;Waialua Bay, O'ahu;Surfing;No injury, shark bit surfboard;NonFatal;Honolulu Advertiser, 12/12/2007

5012;5;4806;17;2007/11/08 14:20:00;Unprovoked;New South Wales;Wategos Beach, Byon Bay;Surfing;No injury, teethmarks in board & torn wetsuit;NonFatal;Northern Star, 11/10/2007

5013;13;4807;;2007/11/07 17:30:00;Unprovoked;Western Cape Province;The Strand;Surfing;Lacerations to feet;NonFatal;The Times (Cape Town), 11/9/2007

5014;5;4808;17;2007/10/13 12:00:00;Unprovoked;Queensland;Holmes Reef;Spearfishing;Laceration to calf;NonFatal;news.com.au, 10/14/2007

5015;1;4809;;2007/10/06 8:10:00;Unprovoked;Florida;Playalinda Beach, Canaveral National Seashore, Brevard County;Surfing;Severe lacerations to right hand;NonFatal;E. H.

5016;17;;;2007/09/22 0:00:00;Unprovoked;Florida;Huguenot Park;Surfing;Laceration to foot;NonFatal;R.Duffy, First Coast News. 9/23/2007

5017;2;4810;;2007/09/20 18:20:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Small lacerations to bottom of right big toe;NonFatal;S. Petersohn, GSAF

5018;11;4811;;2007/08/12 17:35:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Swimming;Minor injury, small lacerations to right foot;NonFatal;S. Petersohn, GSAF

5019;4;4812;;2007/08/09 14:00:00;Unprovoked;South Carolina;Isle of Palms, Charleston County;Boogie Boarding;Lacerations to lower leg & ankle;NonFatal;C. Creswell, GSAF

5020;1;4813;;2007/07/29 0:00:00;Unprovoked;Florida;Ponce Inlet, Volusia County;Surfing;Minor injury to shoulder;NonFatal;S. Petersohn, GSAF

5021;3;4814;;2007/06/30 0:00:00;Provoked;Florida;Marques Island;Removing hook from shark;Lacerations to right  hand by hooked shark PROVOKED INCIDENT;NonFatal;"S. Gruber; SharkAttackSurvivors.com"

5022;9;4815;;2007/06/25 17:30:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;6 to 8 puncture wounds to right hand;NonFatal;S. Petersohn, GSAF

5023;19;4816;;2007/05/17 0:00:00;Provoked;Kent;Folkestone;Fishing;Bitten on the nose by a hooked shark PROVOKED INCIDENT;NonFatal;V. Wheeler, The Sun, 5/17/2007

5024;17;4817;;2007/05/10 16:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Knee bitten;NonFatal;J. Manis

5025;16;4818;;2007/05/07 8:30:00;Unprovoked;Hawaii;Keawakapu Beach, Maui;Snorkeling;Right foot bitten;NonFatal;G. Kubota, Honolulu Star Bulletin, 5/8/2007

5026;19;4819;;2007/03/21 0:00:00;Unprovoked;Florida;Jupiter Inlet;Surfing;Punctures & lacerations to right calf & calf;NonFatal;TCPalm, 3/23/2007

5027;6;4820;17;2007/03/12 15:30:00;Unprovoked;Queensland;Moore Park, north of Bundaberg;Swimming;Bruises to arm and hand, laceration to lower leg & minor injuries to foot;NonFatal;ABC News Online

5028;5;4821;;2007/03/11 13:00:00;Unprovoked;Florida;Tiger Shores Beach, Martin County;Surfing;Lacerations to right forearm & hand;NonFatal;J. Ashton, T.C. Palm, 3/12/2007

5029;1;4822;;2007/01/25 14:00:00;Unprovoked;North Province;Kaala-Gomen;Spearfishing (free diving);Leg bitten;NonFatal;Les Nouvelles Caledoniennes, 1/29/2007

5030;1;4823;17;2007/01/09 6:30:00;Unprovoked;New South Wales;Sandbar Beach;Surfing;No injury, shark damaged surfboard;NonFatal;J. Watson, Great Lakes Your Guide

5031;5;4824;;2007/01/01 10:15:00;Unprovoked;Hawaii;Majors Bay, Kaua'i;Surfing;No injury, shark removed piece of surfboard;NonFatal;"P. Immerz, SharkProject.org; J. TenBruggencate, Honolulu Advertiser, 1/5/2007"

5032;5;4825;;2006/12/06 0:00:00;Provoked;KwaZulu-Natal;Cape Vidal;Fishing;Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT;NonFatal;"C. Johansson; Pretoria News, 12/8/2006"

5033;18;4826;;2006/10/07 0:00:00;Unprovoked;Texas;Isla Blanca Park, South Padre Island;Surfing;Lacerations to lower left leg;NonFatal;M. Martinez, KGBT4

5034;15;4827;;2006/10/05 12:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Playing soccer in the water;Lacerations to foot;NonFatal;S. Petersohn, GSAF

5035;16;4828;18;2006/10/01 0:00:00;Unprovoked;New Providence Island;Nassau;Free diving / modeling;Puncture wounds to left foot;NonFatal;J. Lambiet, Palm Beach Post, 10/22/2006

5036;17;4829;17;2006/09/04 11:00:00;Unknown;Queensland;Great Barrier Reef;Diving;Killed by a stingray, not a shark - a tragedy for his family and marine wildlife;Fatal;Sydney Morning Herald, CNN & internet

5037;7;4830;;2006/09/03 17:30:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Standing;Puncture wounds and cuts to right thigh;NonFatal;S. Petersohn, GSAF

5038;1;4831;;2006/09/02 0:00:00;Unprovoked;Western Cape Province;Noordhoek;Surfing;No injury, shark rammed surfboard;NonFatal;Cape Times, 9/3/2006

5039;19;4832;;2006/08/15 0:00:00;Unprovoked;Western Cape Province;Danger Reef;Surfing;No injury, surfboard leash severed;NonFatal;A. Brenneka

5040;1;4833;;2006/07/08 11:00:00;Unprovoked;South Carolina;Debordieu Beach, Georgetown County;Body boarding;Foot bitten;NonFatal;C. Creswell, GSAF

5041;8;4834;;2006/06/27 11:10:00;Unprovoked;Florida;Hutchinson Island, St. Lucie County;Body boarding;Right calf bitten;NonFatal;P. Immerz

5042;19;4835;;2006/05/31 13:30:00;Unprovoked;Hawaii;O'ahu;Spearfishing;"4"" laceration to left forearm";NonFatal;"P. Immerz; Honolulu Advertiser, 6/1/2006"

5043;14;4836;;2006/05/24 16:30:00;Provoked;Hawaii;Lanai;Spearfishing;Knee bitten after diver poked shark PROVOKED INCIDENT;NonFatal;Maui News, 5/26/2006

5044;13;4837;;2006/05/19 15:30:00;Unprovoked;Guam;Gun Beach;Scuba diving;Laceration to leg;NonFatal;R. Segal

5045;1;4838;;2006/05/04 16:30:00;Unprovoked;Florida;Hutchinson Island, St. Lucie County;Swimming;2 lacerations on lower right leg;NonFatal;TCPalm.com, 5/4/2006

5046;9;4839;32;2006/04/09 0:00:00;Unprovoked;Pernambuco;Piedade;Swimming;Left leg bitten;NonFatal;Diario de Pernambuco, 4/10/2006

5047;1;4840;17;2006/02/13 11:00:00;Unprovoked;Queensland;Golden Beach, Caloundra;Wading;Lacerations to foot;NonFatal;G. Stolz, Courier-Mail, 2/14/2006

5048;17;4841;;2006/01/25 14:00:00;Unprovoked;Eastern Cape Province;Coffee Bay;Spearfishing;Right arm  bitten;NonFatal;Geremy Cliff, NSB

5049;6;4842;;2006/01/23 0:00:00;Boating;800 miles from land;;Competing in the Woodvale Atlantic Rowing Race;"No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom";NonFatal;Northants News, 1/25/2006

5050;11;4843;18;2006/01/11 0:00:00;Unknown;Grand Bahama Island;Sandy Cay;Diving for lobsters;No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark;NonFatal;Bahama Journal, 1/13/2006

5051;20;4844;;2005/12/24 12:00:00;Unprovoked;Oregon;Tillamook Head, Clatsop County;Surfing;Lacerations to ankle & calf;NonFatal;"R. Collier, GSAF; L.A. Times, 12/25/2005"

5052;13;4845;;2005/12/21 11:45:00;Unprovoked;Hawaii;Keawakapu Beach, Maui;Swimming;Left hand bitten;NonFatal;San Francisco Gate 2/21/2005

5053;3;4846;17;2005/11/25 18:00:00;Unprovoked;Victoria;Flinders;Surfing;"2 lacerations on leg, each 4"" to 5"" long";NonFatal;Sydney Morning Herald, 11/25/2005

5054;5;4847;;2005/11/20 14:30:00;Unprovoked;Florida;New Smyrna  Beach, Volusia County;Surfing;Lacerations to right thigh;NonFatal;S. Petersohn, GSAF

5055;11;4848;;2005/10/25 8:00:00;Unprovoked;Simpson Bay;Sunterra Beach;Standing;Lower right leg lacerated;NonFatal;M. Levine, GSAF

5056;1;4849;;2005/10/15 17:55:00;Provoked;Florida;Ponce Inlet, Volusia County;Wading;Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT;NonFatal;"S. Petersohn, GSAF; Florida Today, 10/16/2005"

5057;12;4850;17;2005/09/24 12:05:00;Unprovoked;South Australia;Kangaroo Island;Surfing;Lacerations to legs;NonFatal;T. Peake, GSAF

5058;11;4851;;2005/09/11 14:00:00;Unprovoked;South Carolina;Folly Beach;Surfing;FATAL;Fatal;Post & Courier, 9/12/2005

5059;14;4852;17;2005/09/07 0:00:00;Unprovoked;New South Wales;Park Beach, Coff's Harbour;Standing;Left foot & ankle lacerated;NonFatal;Sydney Morning Herald, 9/9/2005

5060;1;4853;;2005/09/02 11:10:00;Unprovoked;Florida;Ponce Inlet, Volusia County;Standing / Surfing;Right foot bitten;NonFatal;S. Petersohn, GSAF

5061;13;4854;;2005/06/27 11:30:00;Unprovoked;Florida;Cape San Blas, Gulf County;Fishing;Leg severely bitten, surgically amputated;NonFatal;E. Ritter, GSAF

5062;9;4855;236;2005/06/22 0:00:00;Unprovoked;Malampa Province;Atchin Island off Malakula;Swimming;FATAL;Fatal;"R.D. Weeks, GSAF; New Zealand Herald, 6/23/2005"

5063;9;4856;;2005/06/13 0:00:00;Unprovoked;South Ch'ungch'ong Province;Dando/Kaeui Island;Diving;Knee bitten;NonFatal;Korea Times, 6/13/2005

5064;13;4857;79;2005/04/06 0:00:00;Unknown;Bay Islands;Utila;SCUBA Diving;Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded;NonFatal;J. Engel, SRI & S. Fox, Deep Blue

5065;6;4858;;2005/03/09 14:00:00;Provoked;North Island;Waiapu River mouth , East Cape;Fishing;No injury, netted shark dragged them 350 metres out to sea PROVOKED INCIDENT;NonFatal;R.D. Weeks, GSAF

5066;19;4859;113;2005/01/20 0:00:00;Unprovoked;Santiago de Cuba Province;Uvero;Swimming;Left foot severed;NonFatal;Cuba News

5067;16;4860;;2004/12/26 0:00:00;Unknown;Eastern Province;Pasikudha;Swept out to sea by the tsunami, she clung  to a log for 24 hours;No injury;NonFatal;R.D. Weeks, GSAF

5068;17;4861;17;2004/12/11 13:00:00;Unprovoked;Queensland;Opal Reef;Spearfishing;FATAL, leg bitten;Fatal;Weekend Australian, 2/17/2005, et al.

5069;11;4862;;2004/10/02 15:30:00;Unprovoked;California;Pismo Beach, San Luis Obispo County;Surfing;No injury, knocked off surfboard;NonFatal;R. Collier, GSAF

5070;1;4863;;2004/09/10 5:00:00;Unknown;Texas;South Padre Island;Surf fishing;Minor scratch on calf;NonFatal;M. Shields

5071;15;4864;32;2004/09/08 0:00:00;Unprovoked;Pernambuco;Pina, Recife;Swimming;FATAL;Fatal;JCOnline

5072;13;4865;32;2004/08/21 13:00:00;Unprovoked;Pernambuco;Boa Viagem Beach, Recife;Bathing;Calf bitten & both hands injured;NonFatal;P. M. Lopes, GSAF, 8/22/2004

5073;15;4866;;2004/08/01 0:00:00;Boating;KwaZulu-Natal;Park Rynie;Fishing;"No injury to occupants; boat damaged";NonFatal;J. Eager, scubaradio.com

5074;15;4867;2;2004/07/02 0:00:00;Unprovoked;Sinai Peninsula;The lagoon at Dahab;Snorkeling;Hand severed;NonFatal;"E. Ritter, GSAF; iwindsurf.co.uk"

5075;6;4868;;2004/06/26 9:00:00;Unprovoked;California;San Onofre State Beach, San Diego County;Surfing;No injury, shark struck his board;NonFatal;"R. Collier; GSAF"

5076;1;4869;;2004/05/23 12:30:00;Unprovoked;Florida;St. Augustine, St. John's County;Boogie-boarding / swimming;Calf & foot lacerated;NonFatal;News4Jax

5077;20;4870;;2004/05/22 0:00:00;Unknown;Florida;St. Augustine  St. Johns County;Swimming;Single puncture wound on the foot;NonFatal;T. Jerome, GSAF

5078;1;4871;;2004/05/22 0:00:00;Unprovoked;Florida;Jacksonville Beach, Duval County;;Foot bitten;NonFatal;First Coast News

5079;9;4872;;2004/03/16 7:45:00;Unprovoked;Hawaii;Kalihiwai Beach, Kauai;Surfing;No injury, board bitten;NonFatal;The Hawaii Channel

5080;1;4873;2;2004/02/14 0:00:00;Unprovoked;;Coral Bay, Sharm-el-Sheikh;Snorkeling;FATAL;Fatal;divernet.com

5081;17;4874;238;2004/01/21 11:00:00;Unprovoked;Anzoategui;Santa Cruz Beach, Mochima National Park, 250 km from Caracas;Spearfishing;Right leg bitten;NonFatal;D. Ramierez, GSAF

5082;19;4875;17;2004/01/01 0:00:00;Unprovoked;Western Australia;Redgate Beach;Surfing;No inury;NonFatal;J. Carlsen

5083;4;4876;17;2003/11/01 0:00:00;Unprovoked;New South Wales;Seal Rocks, north of Newcastle;Standing;Minor lacerations to leg & foot;NonFatal;"The Sun; 11/2/2003, p.9"

5084;13;4877;;2003/10/14 0:00:00;Unprovoked;Florida;Near Patrick Air Force Base Brevard County;Surfing;Foot bitten;NonFatal;WFTV.com

5085;6;4878;;2003/10/06 0:00:00;Unknown;Florida;Palm Beach?;Swimming to shore from boat or kayak;Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.;Fatal;E. Pace, FSAF

5086;9;4879;;2003/09/21 11:45:00;Unprovoked;Florida;Ponce Inlet, New Smyrna Beach, Volusia County;Surfing;Left foot bitten;NonFatal;"S. Petersohn, GSAF; Daytona Beach News Journal, 9/22/2003, p.1C"

5087;11;4880;;2003/09/14 16:14:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Left foot: lacerations on heel and sole;NonFatal;S. Petersohn, GSAF

5088;17;4881;17;2003/07/26 0:00:00;Unprovoked;Northern Territory;Nhulunbuy;Surf skiing;No injury, flung into water when shark bit rudder of ski;NonFatal;Northern Territory News, 7/26/2003, p.1

5089;7;4882;;2001/01/01 0:00:00;Unprovoked;Society Islands;Moorea;Spearfishing;Leg bitten;NonFatal;Noonsite.com

5090;11;4883;;2003/07/01 0:00:00;Unprovoked;Cook Islands;Beveridge Reef;Snorkeling;Chest & buttocks  bitten;NonFatal;"R. & J. Zorro; Noonsite.com"

5091;10;4884;;2003/06/19 0:00:00;Unprovoked;North Carolina;Masonboro Island, New Hanover County;Surfing;Hand bitten;NonFatal;C. Creswell, GSAF

5092;13;4885;;2003/06/08 11:55:00;Unprovoked;Florida;Ponce Inlet, Volusia County;Surfing;6 puncture wounds to left ankle;NonFatal;S. Petersohn, GSAF

5093;20;4886;;2003/05/25 10:00:00;Unprovoked;Florida;Coral Cove Park, Jupiter Inlet, Palm Beach County;Surfing;Left foot lacerated;NonFatal;Local 6 News

5094;5;4887;32;2003/04/23 0:00:00;Unprovoked;Rio de Janeiro;Copacabana Beach, Rio de Janiero;Swimming;Right hand lacerated;NonFatal;Local 6 News

5095;1;4888;;2003/04/21 14:30:00;Unprovoked;Florida;Melbourne Beach, Brevard County;Surfing;Right leg bitten;NonFatal;"Local 6 News; St. Petersburg Times, 4/22/2003; The Eagle, 4/24/2003"

5096;1;4889;;2003/04/21 13:30:00;Unprovoked;Florida;Shepard Park, Cocoa Beach, Brevard County;Surfing;Survived;NonFatal;Orlando Sentinel, 4/22/2003, B3

5097;5;4890;;2003/04/20 0:00:00;Unprovoked;Florida;Playalinda Beach, Brevard County;Surfing;Left foot bitten;NonFatal;Orlando Sentinel, 4/22/2003, B3

5098;11;4891;;2003/04/19 13:20:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Jumping;Left foot bitten;NonFatal;"S. Petersohn, GSAF; S. Frederick, Daytona Beach News Journal, 4/21/2003, p.1C; J. Waymer, Florida Today (Melbourne), 4/19/2003"

5099;4;4892;;2003/04/18 8:50:00;Unprovoked;Florida;North Beach, Patrick AFB, Brevard County;Surfing;2 lacerations on left thigh;NonFatal;"Local 6 News; Tallahassee Democrat (FL) 4/19/2003; J. Waymer, Florida Today (Melbourne), 4/19/2003"

5100;1;4893;17;2003/02/15 0:00:00;Unprovoked;South Australia;Goolwa Beach, Fleurieu Peninsula;Wading;Ankle lacerated;NonFatal;T. Peake, GSAF, surfsouthoz.com, 3/38/2003

5101;2;4894;;2009/01/24 14:00:00;Unprovoked;Eastern Cape Province;Second Beach, Port St. John's;Swimming;FATAL;Fatal;Daily Dispatch, 1/26/2009

5102;9;4895;32;2009/01/23 0:00:00;Unknown;Maranhão;Olho d'Água;Swimming;Drowned, body scavenged by shark;Fatal;Jornal Pequeno, 1/26/2009

5103;19;4896;113;2009/01/01 0:00:00;Unprovoked;Guantanamo Province;Guantanamo;Spearfishing;Lacerations to right calf;NonFatal;C. Johansson, GSAF

5104;13;4897;17;2008/12/27 0:00:00;Unprovoked;New South Wales;Seal Rocks;Boogie Boarding;No injury, shark tore his swim fin;NonFatal;T. Peake, GSAF

5105;11;4898;;2008/12/20 15:00:00;Unprovoked;California;Dillon Beach, Marin County;Kayaking;No injury, shark struck paddle;NonFatal;R. Collier

5106;13;4899;;2008/12/10 20:00:00;Provoked;Western Cape Province;Plettenberg Bay;Fishing;Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT;NonFatal;The Herald, 12/12/2008

5107;6;4900;17;2006/12/06 0:00:00;Boating;New South Wales;Mowarry Point;Fishing;Shark bit boats sea anchor;NonFatal;S. Chenhall

5108;17;4901;2;2008/11/28 0:00:00;Unprovoked;Red Sea;Elphinstone Reef;Scuba diving;Lacerations to fingers;NonFatal;E. Ritter, GSAF

5109;12;4902;171;2008/11/06 10:00:00;Unprovoked;Luzon;off Paoay, Ilocos Norte Province;Fishing;Torso & righ arm bitten FATAL;Fatal;Sun Star, 11/08/2008

5110;11;4903;;1919/08/10 0:00:00;Unprovoked;Florida;Gadsden Point, Tampa Bay;Swimming;Laceration to left thigh;NonFatal;Miami Metropolis, 8/14/1919

5111;5;4904;;1919/05/29 12:00:00;Unprovoked;South Carolina;James Island Sound, Charleston;"""Swimming vigorously""";Left foot bitten & abraded;NonFatal;E. M. Burton

5112;13;4905;17;1917/12/15 5:00:00;Unprovoked;Western Australia;Port Hedland;Swimming;Lacerations to left leg;NonFatal;West Australian, 12/17/1917

5113;5;4906;;1917/09/09 0:00:00;Provoked;Hawaii;Nanakuli, Oah’u;Stuffing a shark into an automobile;Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT;NonFatal;Ogden Standard, 9/11/1917

5114;1;4907;;1917/06/03 0:00:00;Unprovoked;South Carolina;Calibogue Sound;Swimming beside launch;Right arm bitten;NonFatal;"C. Creswell, GSAF; V.M. Coppleson (1958), pp.153, 154 & 251; NY Times 6/4/1917, p.9"

5115;16;4908;120;1917/01/01 0:00:00;Unprovoked;Mediterranean Sea;Tripoli;Diving for sponges;Bitten by shark, but  repelled it with his 'skandalopetra';NonFatal;F. Warn (see Bitter Sea in bibliography)

5116;1;4909;17;2016/12/30 0:00:00;Unprovoked;Queensland;Yeppoon, near Ross Creek;Bathing;Right calf bitten;NonFatal;Morning Bulletin, 1/1/1917

5117;10;4910;17;2016/12/08 8:58:00;Unprovoked;New South Wales;Seven Shillings Beach, Middle Harbor, Sydney (Estuary);Swimming 10 m from shore;Leg nipped by shark;NonFatal;A. Sharpe, p.71

5118;3;4911;167;2016/11/15 0:00:00;Provoked;;Panama Canal;;"""Severely bitten""";NonFatal;Hartford Courant, 11/16/1916

5119;19;4912;17;2016/04/03 0:00:00;Unprovoked;Victoria;Carrum;Clinging to overturned rowing boat;FATAL;Fatal;Argus, 3/5/1917

5120;1;4913;138;2015/07/06 0:00:00;Unprovoked;;Santa Maria Bar;Wading;FATAL;Fatal;Oakland Tribune, 7/6/1915

5121;7;4914;2;2015/05/15 0:00:00;Unknown;;Alexandria;Fell overboard;Shark involvement not confirmed;Fatal;C. Moore, GSAF

5122;17;4915;17;2015/02/06 0:00:00;Unprovoked;Queensland;Wynnum-Manley;Swimming;Foot bitten;NonFatal;Brisbane Courier, 2/8/1915

5123;14;4916;17;2015/01/01 0:00:00;Unprovoked;New South Wales;Sirius Cove, Sydney Harbor;Bathing;FATAL;Fatal;"G.P. Whitley, citing Argus (Melbourne) 1/5/1915; V.M. Coppleson (1958), p.70"

5124;13;4917;90;2014/09/26 0:00:00;Unprovoked;Kingston Parish;Port Royal;Fell overboard;FATAL;Fatal;Stevens Point Daily Journal, 9/26/1914, p.2

5125;16;4918;;2014/03/14 0:00:00;Unknown;Florida;St. Augustine, St Johns County;Swimming;His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging;Fatal;Washington Post, 3/14/1914, p.E9

5126;3;;;2013/08/27 0:00:00;Unknown;New Jersey;Spring Lake, Monmouth County;;Female foot recovered from shark;NonFatal;Washington Post, 8/27/1913

5127;1;;89;2013/08/26 0:00:00;Unknown;Trieste;;;Human casualties;Fatal;C. Moore, GSAF

5128;17;4919;;2012/07/06 0:00:00;Unprovoked;Central Province;Savo;Bathing;FATAL;Fatal;Sydney Morning Herald, 7/6/1912

5129;17;4920;199;2012/01/01 0:00:00;Unprovoked;Balearics;Isla Cabrera;Fell into the water;FATAL;Fatal;C. Moore

5130;1;4921;;2011/10/26 0:00:00;Unprovoked;South Carolina;Off Charleston;Fell overboard from steamship Rio Grande;FATAL;Fatal;Fresno Bee, 10/31/1911

5131;20;4922;;2011/07/16 0:00:00;Provoked;Delaware;Delaware Lightship;Fishing;Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT;NonFatal;Washington Post, 7/16/1911

5132;13;4923;17;2011/03/29 0:00:00;Unprovoked;Torres Strait;Thursday Island;Swimming;FATAL;Fatal;Northern Star, 3/29/1911

5133;10;4924;;2010/05/16 0:00:00;Unknown;Alabama;Off Fort Gaines, Dauphin Island, Mobile County;Unknown, their unoccupied yawlboat was recovered;Presumed drowned & bodies taken by sharks;NonFatal;Atlanta Constitution, 5/17/1910, p.5

5134;11;4925;;2010/03/08 0:00:00;Unprovoked;North Island;Waikanae Beach, Gisborne;Swimming;Lacerations to foot;NonFatal;Poverty Bay Herald, 3/9/1910

5135;11;4926;17;2009/12/15 0:00:00;Unprovoked;New South Wales;20 miles off Sydney;Fell overboard;FATAL;Fatal;Star, 12/15/1909

5136;1;4927;;2009/07/24 0:00:00;Unprovoked;New York;Rockaway;Fell overboard while fishing for sharks;Right leg bitten;NonFatal;NY Times, 7/25/1909

5137;15;;;2009/06/26 0:00:00;Unprovoked;Western Cape Province;Cape Town;;Remains of soldier in uniform. Probable drowning & scavenging;Fatal;Adams County News, 6/26/1909
